评论,品质,味道,价格,分量,外观,物流,客服,粗粒度
多次购买吃着水果了，味道很好，很新鲜,2,1,1,2,2,2,2,1
皮薄个大水分足酸甜刚好,1,2,2,2,2,2,2,1
有一个味道有点苦，其他的都不错，我挺喜欢,2,2,1,2,2,2,2,1
很不好,2,2,2,2,2,2,2,0
比梨大一点的柚子，还蔫吧，里面是白色的，也不是红柚，和商品完全不符合,0,2,2,2,2,2,2,0
售后，客服只会复制粘贴，你跟它讲道理，他跟你复制粘贴，像机器人。,2,2,2,2,2,2,2,0
可以，吃着不错，性价比高,2,2,1,2,2,2,2,1
还剩一个了几个红心柚的质量参差不齐有的很干有的很多水分有的挺甜的有的没什么味儿好吃的也真的很好吃的发货那些还是挺快的～,1,2,2,2,2,2,2,1
总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐,2,2,1,2,2,2,1,1
送货时间太长了，没有已经损坏，拒收了，等着退款,2,2,2,2,2,2,2,0
还可以，挺好吃的。水分也足。也比较甜。超值超值。,1,2,2,2,2,2,2,1
买来熬柚子茶，有一个坏了，卖家赔付了,2,2,2,2,2,2,2,1
口感很好值得购买,2,1,2,2,2,2,2,1
柚子很甜，已连续购买，就是最近价格上涨了啊，水分足，酸酸甜甜最喜欢。,1,2,0,2,2,2,2,2
为啥不是顺丰快递呢？都找不到快递点,2,2,2,2,2,2,2,1
垃圾的很，到货都被压扁了，客服说不支持拒收。以后再也不买这家的东西了，垃圾,2,2,2,2,2,2,2,0
东西不好商家发的都坏了，,2,2,2,2,2,2,0,1
非常好吃的福建红心柚子，酸酸甜甜的红心柚子很爱吃，价格便宜，买送，非常优惠，非常喜欢，发货速度也快，买了三四次，都是很喜欢吃这种红心柚子，果粒饱满酸甜，水分充足，值得推荐给大家品尝。,1,2,1,2,2,2,2,1
好！！！外层的皮青绿青绿的，里面的肉肉红嫩红嫩的，颜色浅浅的，看着好治愈好治愈！！！爱了爱了，吃起来口感也很饱满，酸酸甜甜的，有两个小果一个大果感觉可以吃好久好久啦，这个价格蛮实惠的啦，去拿快递的时候十斤好重，物有所值有机会还会回购哒,2,1,1,1,2,2,2,1
水分足个头大超级满意呀！甜甜甜,1,2,2,2,2,2,2,1
水分足个头大超级满意呀！,1,2,2,2,2,2,2,1
柚子巨甜！非常好吃哦！一直都是在他家买的，很好吃，很非常甜哦！粒大饱满，而且皮很薄很薄！关键是价格真的很划算啦！客服态度也是很好很好，物流也很快，相当满意的购物！,2,2,1,2,2,1,1,1
货到第一眼看到箱子上的广告词。柚情柚意。感觉很温馨。不错！三个大柚，一大箱，份量足，也好吃，甜甜的稍一点酸头，水份足。好吃超赞,2,2,1,1,2,2,2,1
快递两天三天到很快，算是快的啦！活动搞的优惠价格便宜，包装的很好用专用的水果箱打包，果很新鲜很好吃。,2,2,1,2,2,2,2,1
柚子很不错，跟网上介绍的一致，，味道也很好吃。,1,1,2,2,2,2,2,1
这个红心柚子真心不错，非常甜，水分还特别的足，家里人都非常喜欢吃柚子，买一送一，个小分量特别的好，价格还特别的便宜，客服服务还特别的好，发货也非常的快，太赞了，以后有活动的时候还是会继续购买的,1,2,1,1,2,1,2,1
物流很快，果子个大，还是不错的。,2,2,1,2,2,2,2,1
口感还可以，买给别个的，就是快递有点慢,2,2,2,2,2,2,2,1
严重不符合产品宣传的样子,2,2,2,2,2,2,2,0
水分多，发苦，没法吃。尾味是真苦，如果不能嫁接改良品种，建议把树砍了换品种,1,2,2,2,2,2,2,1
酸不好吃,2,2,2,2,2,2,2,0
这家店铺是欺骗的，首先是柚子根本不是红心柚，其次发货特别慢，最可气的是，坏了不退款也不赔偿，大家千万别买他家的,0,2,2,2,2,0,2,0
一直比较相信京东的质量，物流速度没话说，就是不怎么送上门了，购物体验也很舒适。一般的日用品和电器产品在京东购买省心点，希望不要走歪了！,2,2,2,2,1,2,1,1
太小了，而且包装太差了，冻的邦邦硬,2,2,2,2,0,2,2,1
十记庄园家得红心柚还不错的，买了好几次，柚子很甜水分也蛮多的，带到公司同事都说蛮好吃的，比在超市里面买的还要甜一些，活动价钱也合理。甜的都不知道可以用什么来形容了，真的是很久都没有买到过这么甜的柚子，柚子很新鲜，个头还可以，颜值也很高。小贴士很有意思，科普柚子家族的品种和食用方法，建议先存放几天，经过时间的酝酿让糖分沉淀之后更好吃，卖家很贴心，送了剖柚子的指环工具，剖的第一个柚子吃，起水分不是很足，当时都有些失落，当剖第二个来吃时口感瞬间不一样，水分很足，很甜，柚子味浓浓，家里人都说很不错，接下来两个柚子都很好吃，店家的小贴士也是推荐放些日子再吃，非常满意的一次购物体验。,1,2,1,2,2,2,1,1
千万别买，垃圾东西，写的是红肉，发过来是白肉，东西比我拳头大一些，肉是不甜，有点点苦的，不想浪费，将就吃了,2,2,2,2,2,2,2,0
买的柚子有一个是坏的,2,2,2,2,2,2,2,1
坏了另一个不给退,2,2,2,2,2,2,2,0
让我们先说说商品的质量：产品总体上是好的，包装很紧。让我们来谈谈商家服务：喜欢它。最后，快递：快递非常快。毕竟，廉价商品更真实。我希望商店能提供更多的折扣，及时通知老客户，并促进回购。祝你生意兴隆。,2,2,2,2,1,2,1,1
不新鲜,2,2,0,2,2,2,2,1
口感很不错，可惜没货了，,2,1,2,2,2,2,2,1
来了以后就坏了一个，真不知道为什么会坏成这样，商家发货不看的吗？照这样下去，每个单都会佩赔付吧？发货的时候可长点心吧,2,2,2,2,2,1,1,0
这家柚子个头适中，一天吃一个，皮很薄，口感很好，连续买了好几次。,2,1,1,1,2,2,2,1
这个样子还可以发货，这商家真牛。差差差差评，,2,2,2,2,2,2,2,1
去年就在他家买了多个，今年又买了好多，家人爱吃，甜，多汁，新鲜爆满，很有柚子味道，买来就大家都给分了，实物与图片一致，很好吃,2,2,1,2,2,2,2,1
味道不错，挺甜的，就是小点，何价格比差不多，卖家描述的图片和实物基本上没有什么差异。物流公司的态度比较想象中要快太多，早上下单很快就到货了。以后还需继续关注！店长人还不错！好评ensp好评！质量非常好，与卖家描述的完全一致，非常满意真的很喜欢，全部超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物店家很讲信誉，而且很不错哦，在这家店买东东，我很满意,2,1,0,2,1,2,1,2
正好是柚子上市的季节，看到直播就买了。首先价格很合算，不过当时却是没底，特别担心价格这么便宜柚子吃口不好，问了问客服，回答是发货的柚子都是经过精挑细选的。那就试试吧。收到货，迫不及待的吃了一个，肉红还水灵，果肉没有任何一点干的地方，吃口酸甜可口，偏甜口，很好吃。这次的直播买货很成功。非常棒。今天准备再买两个。,1,2,1,2,2,2,1,1
很好，柚子很新鲜。大小个头非常的均匀。至于口感如何那些等我吃了才知道。价格真的是非常非常的实惠。,1,2,1,1,2,2,2,1
必须好评，良心商家，第一次买到这么皮薄的柚子籽也很少，果肉水份多清甜不是托，真心推荐购买，价格又实惠,2,2,1,2,2,2,1,1
非常非常的好。商家诚实，货真价实。实物与宣传的一值真实可靠。一个字甜。我肯定还会下单购买。有需要的朋友们可以下单的。体验一下吧。这个店家可信。在此谢谢所有的工作人员，谢谢快递小哥，大家辛苦了。,2,2,2,2,2,2,1,1
柚子收到了。一共两个。大小均匀。打开杀了一个。红心儿的。果味很好。可口。真的好吃！值得推广。价格优惠。在我们超市买这一个的话，都要七八块钱。值得购买。,1,2,1,1,2,2,2,1
柚子包装很完整，皮很薄，味道很清甜，会继续回购的,2,1,1,2,1,2,2,1
非常好吃，而且很新鲜。当时是参加活动买送的，比较划得来。,2,2,1,2,2,2,2,1
商品收到，很满意，果子大小均匀，还带了剥皮工具，店家想的很周到，两单都已收到，还未品尝，谢谢店家！谢谢快递先生！还会继续购买,2,2,2,1,2,2,1,1
不错，个，个大，皮薄，水分足，味道不错，很满意。还送了开果器，满意。,1,1,2,2,2,2,2,1
一收到柚子就开吃，皮薄，果肉爆满，水分足，很甜,1,2,2,2,2,2,2,1
收到了蜜柚，迫不及待地剥开，真不错，好吃，甜，不酸，水分还行。包装完整，物流很快。好评。,2,2,1,2,1,1,2,1
柚子的水分挺足的，果肉也很结实，商家还送了一个开柚子的工具很好用，真的是爱了,1,2,2,2,2,2,1,1
终于收到货了，非常好吃，皮薄，酸酸甜甜的，真的太好吃了，已经是他家的忠实粉丝了，以后还会继续买买买的,2,2,2,2,2,2,2,1
非常好，无论是快递速度，还是果肉新鲜度。都非常好超值,2,2,2,2,2,2,2,1
货已收到了就迫不及待打开尝尝了，品质很不错，口感很好，三红柚都很甜水分很多，皮薄肉多，分量很足，快递也给力，包装也好没有破损痕迹。好评，很爱吃柚子，以后就这家了，买过两次了。,1,1,2,1,0,2,2,2
经常在京东上购买各种水果，这次购买的柚子皮薄肉多，果肉酸甜可口，汁多肉嫩，非常好吃。活动价格便宜量又足，家人朋友都喜欢，还会继续购买。支持优品，支持京东。,1,2,1,2,2,2,2,1
抢购备货来着，蜜柚真好吃，，香香甜甜的，味道好，家人非常喜欢吃，大品牌质量安全卫生，吃的放心，，plus就是好优惠券减减减，算下来更优惠，非常值得信赖的品牌，质量有保障，相当满意。。。,2,1,1,2,1,2,2,1
好吃，皮薄籽小，很甜，谢谢汇汇妈咪推荐。,2,2,2,2,2,2,2,1
抢购的，给家人买了多次，真好吃，大品牌质量安全卫生，吃的放心，，女儿超喜欢，抢着说妈妈我要了，妈妈我就安心，plus就是好优惠券减减减，算下来更优惠，非常值得信赖的品牌，质量有保障，相当满意,2,2,1,2,1,2,2,1
不错，非常满意，孩子们很喜欢，物有所值！！,2,2,1,2,2,2,2,1
质量可靠，商家服务很好，送货到家，快捷购物，囤货备用，好评,2,2,2,2,1,1,2,1
正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好，完全超出期望值，非常满意，真的很喜欢，不得不得竖起大拇指。质量非常好，与卖家描述的完全一致，发货速度非常快，包装非常仔细、严实，服务态度很好，运送速度很快，很满意的一次购物，下次需要的时候我还会再来的！,2,2,2,2,1,2,1,1
活动时买的，个柚子很好，就是特别小。还有一个没吃呢，这是一个神奇的企鹅裙和唯心君terry，我们的撸漏专家，各位大咖天南海北，共同探索美好的优惠券天堂，来了请捂紧钱包哦！,2,2,2,2,2,2,2,1
不错，很好吃，味道了！大人小孩都爱吃！！皮薄，肉足！水分量大！值得推荐！！！,2,1,2,2,2,2,2,1
非常好吃的柚子！很好的卖家，每个都分量十足！五星好评！下次还来！,1,2,2,2,2,2,1,1
送货速度很快，包装严实考究正规，水果保护的很好，该款是性价比很好的商品，柚子有专门礼袋包装，食用方便，味道好，柚子皮可以放冰箱放家里，吸除异味，保持清香味，比超市卖场购买方便多了，京东买我放心，强烈推荐！,2,1,1,2,1,2,2,1
真正的五星级柚子，红心的像红宝石一样的晶莹剔透。味道好极了，甜甜的带着一点点的柚子酸。浓浓的柚子香味。果肉很特别水嫩。有点像石榴但是没有籽哟，可以大口大口的吃。第一次买到这么好的柚子，都吃出幸福感啦,1,1,2,2,2,2,2,1
口感很不错，足斤足量！！,2,1,2,2,2,2,2,1
宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，吃起来安心。。,1,2,1,2,2,1,2,1
柚子个头均匀，收到了个，要放一放才能吃，所以没打开。看着像熟透的样子，物流速度还挺快的，价格很优惠，秋天了多吃柚子免得上火。,2,2,1,1,2,2,2,1
京东水果还是不错的，柚子问题很香，汁水也不少，正是吃这个水果的季节很不错，就是皮有点厚整体还是没啥问题的，希望越来越好吧，加油,2,2,1,2,2,2,2,1
柚子挺甜的，但是个头不大，一个大一个小。水分还可以。发的是邮政快递也是挺快的，下单隔天就收到了。牛皮纸箱包装，纸箱上印有ldquo红柚rdquo的字样。,1,2,2,0,1,2,2,2
收到啦，很不错，非常喜欢，值得购买，嘻嘻发货很快，包装的很好，价格也特别实惠，还有这么多功效也是不错了，值得购买物流和产品都不错，性价比高，赞赞赞,2,2,1,2,1,1,2,1
不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！宝贝收到了，包装很结实，应该是个好东西，先给好评了味道也很不错，甜，水分也足,1,2,1,2,1,2,1,1
一共三个柚子，两个大的，一个小的，一共十斤多点，份量够的，柚子好大一个，很新鲜，红柚吃起来甜甜的，一点点酸口，刚刚好，很好吃，非常不错，家里人都喜欢吃，物美价廉。,1,1,1,2,2,2,2,1
很新鲜，果皮也不厚，孩子喜欢吃，每年都买福建红柚，这次很惊喜呢，一箱子四个，每个个头都不小，很匀称，吃完回购，再等等就有红心柚了,2,2,1,1,2,2,2,1
打开以后有保鲜盒分装好颗粒非常大斤两足。。。感非常甜美，适合老人孩子以及孕妇食用。。还会回购的，并且推荐给朋友们购买，果子上的水珠都还有，称斤足清脆爽口，非常好吃。。价格也很实惠！没有一颗坏果。真的好吃。。果肉厚实，脆嫩爽口，果皮只有薄薄的一层。。。,1,2,1,1,2,2,2,1
本来还很担心东西不好，拿到手发现完全多虑了，五星好评！罗永浩直播间买的！斤多很便宜！肉很红个特别大的一个小的好吃,2,2,2,1,2,2,2,1
柚子新鲜好吃，快递员服务态度很好。,1,2,2,2,2,2,1,1
感觉平台在帮助商家消差评，为什么评论不是按照时间顺序展示。评论区对于这家的差评绝对是真实的，而好评怎么来估计买了他家的东西就都知道怎么来的了。,2,2,2,2,2,2,2,0
根本没法吃酸的不行,2,2,2,2,2,2,2,0
酸甜适中，很新鲜。,2,2,1,2,2,2,2,1
柚子收到了好大一个有点酸水份也很多总体来说还可以,1,2,2,2,2,2,2,1
好吃。。,2,2,2,2,2,2,2,1
买的红柚，发的白柚不说，还很酸，问客服也没有给个满意的答复，消息回得慢,2,2,2,2,2,2,2,0
收到两个柚子，第一个没啥味，第二个放了半个月，打开就比较甜，好吃,1,2,2,2,2,2,2,1
皮好绿，不知道打开怎么样,2,2,2,2,2,2,2,1
两单三个果子，两个坏的，第一次购买的还可以，回购的就不好了，骗人的，,2,2,2,2,2,2,2,0
不行啊。剥开来小的要死。皮厚的很,2,2,2,2,2,2,2,0
看着真好，还没有品尝，估计不错。,2,2,1,2,2,2,2,1
很好，价格优惠活动优惠值得购买,2,2,2,2,2,2,2,1
不怎么样，柚子小，果肉白，味道酸，脱皮倒是好脱皮，果肉照片好像没拍到,0,2,2,2,2,2,2,0
收到好几天了，东西不贵，其实买的时候花这个价位，真的没有想着能买到多好的东西,2,2,2,2,2,2,2,1
又小又算，不好吃,2,2,2,2,2,2,2,1
特别特别特别好，没有任何破损的地方，外观也好看，好评！,2,2,2,2,2,2,2,1
柚子已经买过两次了，一如既往的好吃，还可以很实惠，下次还来,1,2,2,2,2,2,2,1
柚子外形很好，两个大小均匀，但是！口感很一般！皮也巨厚！真的是一分钱一分货，这个，我把我的地方买的就比这个好很多,2,0,2,1,2,2,2,2
按照卖家的提示放置三五天，经过辞水后的果肉真的是特别甜哦而且果肉看上去更佳晶莹剔透，颜色鲜艳诱人，甜润可口，棒棒哒！,1,2,2,2,2,2,2,1
柚子收到货了，看起来非常新鲜，也挺漂亮计划放两天再吃，回一下糖，可能会味道更好吧。好吃再购买哦。,1,1,1,2,2,2,2,1
宝贝收到了，相当不错哦，品牌值得信赖，品质优良，质量上乘。柚子很新鲜，个头大小均匀，味道很好。价格实惠，包装良好，送货速度快，点个赞。,1,1,1,1,1,2,2,1
宝贝收到了，发货速度非常快。实物与描述的一样，东西非常好，值得购买。包装完好无损。京东的东西就是好，家里的东西都在京东家买了。,2,2,2,2,1,2,2,1
还买回家的，老婆说拳头大两个，解释说免费领的,2,2,2,2,2,2,2,0
心心念念预售的蜜柚终于收到，下单将近一个月了，柚子非常好，一大一小，每年都喜欢吃福建的蜜柚，就因为它酸甜可口，价位又不是很贵，承受得起。,1,2,2,2,2,2,1,1
琯溪蜜柚，果肉饱满，清甜多汁，果皮光滑，入口细腻无渣，每一粒都是美味爆汁，买回来的柚子不要着急吃放两三天回甜口感更好，香甜多汁，值得推荐,1,2,1,2,2,2,2,1
这款买的柚子非常的好，果肉细腻，也不是那种甜的，很厚的，他说味道很正，酸中带甜，味道很正的，马上准备再下一单,1,2,2,2,2,2,2,1
购买了份斤，一共斤，自家称连箱斤两，包装简陋，自己吃还可以，送礼就差了些，口感还不错，酸酸甜甜。,2,1,2,1,0,2,2,2
柚子味道还可以，还是可以冲的,2,2,2,2,2,2,2,1
柚子一吃没有一点甜味，完全一股子化学浸泡的药水味，没法吃全扔了，找商家还不给售后，无奈差评！,0,2,2,2,2,2,2,0
柚子还行,2,2,2,2,2,2,2,1
还不错，红心的柚子，价格不贵，秋天吃柚子好,1,2,1,2,2,2,2,1
收到的柚子看上去很新鲜，物流速度非常给力。,1,2,1,2,2,2,2,1
收到货，第一时间拆包装，与卖家描述一致，包装很仔细、严实，总的来说这次是很满意的一次购物,2,2,2,2,1,2,2,1
这柚子一点都不好吃，都怀疑是不是红心柚，又酸，又没有水分，一点也不好吃,0,2,2,2,2,2,2,0
不好吃，一个太酸，一个根本没熟透,2,2,2,2,2,2,2,1
柚子挺好的，水多口感很好,1,1,2,2,2,2,2,1
好好吃，很喜欢吃，值得推荐,2,2,2,2,2,2,2,1
柚子比我去超市买的水分多还甜，会回购的,1,2,2,2,2,2,2,1
口感不错不错不错，孩子喜欢吃，说好吃，推荐给大家看看,2,1,2,2,2,2,2,1
实物和图片完全不符合,2,2,2,2,2,2,2,0
真的挺一般的，之前买过一次感觉还可以，所以这一次直接拍了三单，发过来是四个，带箱子一起称才斤，不足称。有一个超级大，但是皮超级超级厚，而且这一次的一点都不好吃，不甜还有点酸，是我吃过最难吃的柚子。每一个的皮都很厚，不会再买了，真实评价！！,0,2,2,2,2,2,2,0
很差，发的柚子重量不够，太差劲,2,2,2,2,2,2,2,0
全五星好评！买过几次了，很好吃，水份足，足斤足两，性价比很高，值得购买，吃完了继续！最后商家生意兴隆！！,2,2,1,1,2,2,2,1
两个柚子是十三块多钱。两个柚子大小均匀，非常新鲜，包装也非常好，水气非常大，非常甜，比超市要便宜了很多吧。吃柚子去去火。,1,2,1,1,1,2,2,1
红柚早收到！表皮细腻光滑很新鲜个头大放了十天今天打开己成熟果肉红润饱满口感香甜可口物美价廉值得购买！,1,1,1,2,2,2,2,1
听说琯溪蜜柚是最好吃的品种，苦于一直买不到正宗货，这次京东刚好有活动，发货地是这里，没见过这么大的蜜柚，比我的头还要大个一个就有四斤多，没有一点酸味和苦味，很甜，不会很湿，一口气吃了好几瓣，满足啊！赞一个,2,2,2,2,2,2,2,1
很满意，感谢商家提供优质柚子！快递送货也很快，很满意，支持一下！加油！,1,2,2,2,2,1,1,1
西柚收到了，外观很好大小一致，感谢商家提供的好柚子，播皮后水份也很足，很新鲜也很甜，比市场价便宜很多，下次还会光临点赞！,1,2,1,1,2,2,1,1
发货速度与激物流都很快，拿到后晚上就开了一个，味道不错，酸甜可口，美味多汁，我和酸奶混合，女儿很喜欢吃,2,1,2,2,2,2,2,1
收到包裹后，感觉很沉，打开以后果然不负期待，红色的果肉，吃一口水很足，很甜，一点都不酸，，值得购买！,1,2,2,2,2,2,2,1
水果很新鲜，品相很好，发货也很快，打开后口感非常好，老人和孩子都非常喜欢吃！下次还来买！,2,1,1,2,2,1,2,1
可以。很不错。两个柚子。比超市的便宜。味道可以。物美价廉。比较清甜。看的好看吃的好吃。好评双击。还会再来。希望优惠多少,1,2,2,2,2,2,2,1
有点小，还酸，不如实体店买的便宜,2,2,2,2,2,2,2,1
大家别买难吃服务也不好，皮太厚,2,2,2,2,2,2,2,0
大小差异太大了，大的开出来，也很小，皮很厚，味道也没有以前买的好吃,2,0,2,2,2,2,2,1
除了皮厚还是不错的，有点酸，放两天估计就好吃了,2,2,1,2,2,2,2,0
到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高，满意的一次购物,2,2,2,2,1,2,2,1
酸甜酸甜的，味道还可以。,2,2,2,2,2,2,2,1
有点干，一般,2,2,2,2,2,2,2,1
柚子挺大的，很好吃，酸甜的。,1,2,2,2,2,2,2,1
柚子不错,1,2,2,2,2,2,2,1
商品一般方法一颗比较大，大的口感水分还可以。一颗比较小，小的，几乎不太好吃。也就是很难吃的意思。价格的话还可以，一般般。,1,2,2,2,2,2,2,1
只有一个！！！！,2,2,2,2,2,2,2,0
之前买的斤，净重斤发了两个比这个大的，这个斤小了一圈多。各位买家珍重,2,2,2,0,2,2,2,0
柚子皮有不新鲜的折邹，肉质没多水分，心部肉干硬，口感分酸分甜！,1,2,0,2,2,2,2,2
味道有点酸，已给客户提了建议！,2,2,2,2,2,2,2,0
皮超级厚,2,2,2,2,2,2,2,1
好吃的很，酸酸甜甜的，收到表皮也很新鲜，放个几天没有问题的，好吃好新鲜,2,2,1,2,2,2,2,1
第一次在京东购买福建琯溪红心柚子，重量和质量跟厂家描述的一样，果实饱满，酸甜可口，很满意。,2,2,2,2,2,2,2,1
味道还不错，物流也快，包装好好，全给五星好评,2,1,2,2,1,1,2,1
柚子真的好甜啊比在百果园买的还甜已经回购了大爱啊水分多甜甜甜,1,2,2,2,2,2,2,1
很好的柚子君～非常满意的一次购物，而且真的是物美价廉啊，水分很充足，皮儿很薄，也很甜～还会再次购买的！,1,2,1,2,2,2,2,1
个差不多大的柚子，红心的，挺甜的，很满意,1,2,2,2,2,2,2,1
哈宝贝收到了！第二次入手！上次购入品尝后感觉很好，汁多味甜，微微有一点点苦音，小孩子很爱吃，此款果粒更饱满一些，内包装更体面。颜色很正，质感更好！性价比非常合适。好评！,2,2,1,2,1,2,2,1
很小,2,2,2,2,2,2,2,0
第一次在京东上买水果，效果很满意，包装用心，福建到昆明的快递很快，果子新鲜，大小合适，口感微甜不酸，柚子皮准备用盐水去涩味后，用冰糖煮柚子茶。,2,1,1,1,1,2,2,1
看人家评论都很好，到我这感觉我这俩个柚子是特例了。以为很大个，皮超级厚，而且感觉像生病了,2,2,2,2,2,2,2,1
柚子非常好，皮薄，甜，稍微有一点点酸，酸甜正好，我是吃不了酸的东西，这个我吃正好，分别用两个号买了单，柚子放的住，能放很久，现在正在搞活动，比我买这单的时候又便宜元，很合适的，建议购买，肯定不会上当。快递也给力,1,2,2,2,2,2,2,1
好甜,2,2,2,2,2,2,2,1
柚子有大有小，质量还可以，有的酸，有的刚刚好。不建设购买，网上购买水果风险有点大。,1,2,2,2,2,2,2,1
皮厚不说，第一次吃到这么酸的柚子,2,2,2,2,2,2,2,0
可以，买的，现在还有,2,2,2,2,2,2,2,1
一大一小，大的还好，小的又酸又涩，直接扔了。,2,2,2,2,2,2,2,0
这个柚子好吃,1,2,2,2,2,2,2,1
挺好的，价格实惠，味道不错。,2,1,1,2,2,2,2,1
买了两份儿，没几天就收到了，两大箱，先打开的一箱里面有两个大个的，但是还有两个小个的。今天吃了一个大的和一个小的，味道还可以。,2,2,2,1,2,2,2,1
水分还行，但不甜，很酸,2,2,2,2,2,2,2,0
我买了箱，柚子不适合送人。大小不均匀，表皮纹点很多。口感还可以。,0,2,2,0,2,2,2,1
东西收到啦，质量非常好，与卖家描述的完全一致，照片和实物几乎没有色差，上身效果也很好，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。,2,2,2,2,1,2,1,1
商品质量特别差，而且包裹很简陋，里面的东西都漏出来了，最过分的是买了没几天就降价现在拒绝处理了吃起来特别的酸涩，根本就没成熟，而且特别特别特别小，就巴掌大，肯定缺斤少两反正避雷吧，拉黑这个商家了，避雷好评也是返现来的，别买,2,2,2,2,0,2,0,0
两个柚子，一大一小，大的比较甜,1,2,2,2,2,2,2,1
货收到了，挺好吃的，期待下次再买。,2,2,2,2,2,2,2,1
真正的蜜柚，好甜哦呀,2,2,2,2,2,2,2,1
很好哦，这是第二箱了，味道很好，价格又便宜，比超市实惠很多。京东太方便了，大多数东西都能隔日到，还有价格保护，简直不要太好了,2,0,1,2,2,2,2,2
一个大的一个小两个，看着挺好的，味道还不知道呢,2,0,2,2,2,2,2,1
明明说是大果两个变四个小的吃都吃不成还那么贵送给人家都不想要你那个水果,2,2,2,2,2,2,2,1
下单后店家很快就发货了，天左右收到柚子了，很甜。,1,2,2,2,2,1,1,1
东西很不错，价格便宜，质量很好，味道不错，汁水多，送货很快，值得购买,2,1,1,2,1,1,2,1
特意放了一个礼拜来吃。肉鲜红多汁。酸甜可口。刚收到的时候皮还非常的新鲜。放了一段时间就好吃啦！颜色好看，果肉酸甜爽口，汁水清香皮好剥，水份多，新鲜，包装得很好，没有破损，营养价值侹高富含维生维c直接吃或者榨成果汁喝都可以呢。,1,2,1,2,1,2,2,1
已经买过很多次，品质很好，冲啊,1,2,2,2,2,2,2,1
很好冲冲冲冲冲冲,2,2,2,2,2,2,2,1
价廉物美，发货快捷，件红心柚斤得了个，实际果子净重斤，折合下来元一斤，比实体店便宜，柚子大，皮薄汁多，满意！秋天吃柚子，酸酸甜甜的味道真好！,1,1,2,1,2,1,2,1
速度很快，质量很好，送货很快，感谢快递送货上门，这不仅仅是极大的省去了我自己去外面超市购买的时间，而且品种繁多，价格非常实惠，质量非常好，最主要的就是我觉得售后服务让人绝对优势，在购买之前可以先领取各种优惠,2,2,1,2,1,1,2,1
福建红心柚子已经收到了，这个价格还是很划算的。经济实惠，物美价廉，质量非常好，跟卖家描述的完全一致。非常满意，完全超出期望值，超级划算，性价比高，购物比实体店便宜多了，很满意的一次网购。希望卖家生意越来越兴隆，也很快，包装很结实。还在犹豫的朋友赶紧下手，良心推荐，真的很不错，性价比也很高，以后还在这家买。,2,2,1,2,1,2,2,1
东西不错很好吃水分很足物美价廉,1,2,1,2,2,2,2,1
果子挺新鲜的，果肉水分很足，吃到这么好吃的柚子，没个果子里面的果肉都很饱满，没有碰伤，味道正，完好无损！！！,1,2,1,2,2,2,2,1
好像还可以的,2,2,2,2,2,2,2,1
非常差！大大一个里面很小一个果肉！非常轻,1,2,2,2,2,2,2,0
收到货了，两个红心柚好甜啊，不过有点小贵哦。,2,2,2,2,2,2,2,1
买的比较早，放焉一点好吃,2,2,2,2,2,2,2,1
品质太多，没水分还发苦,1,2,2,2,2,2,2,0
柚子味的，很好闻，味道也很好闻，很喜欢，下次还会再来的。,2,1,2,2,2,2,2,1
很好吃，全家人都爱吃，我也爱吃，哈哈哈哈，很甜，水分多。性价比很高的,1,2,1,2,2,2,2,1
很赞，我是福建人，柚子特别多，还是选择上网试试。柚子很不错，汁多，甜。好吃，新鲜呢。,1,2,1,2,2,2,2,1
太干吧了，不好吃,2,2,2,2,2,2,2,1
收到柚子，好评。放了一段时间在吃的，甜中带一点点酸，水分适量。物流很快，快递员服务很好。,1,2,2,2,2,1,2,1
新鲜,2,2,1,2,2,2,2,1
我买了二份，商家给了我三只，蛮大的，新鲜，水份多，不错的。,2,2,1,2,2,2,2,1
新鲜，很喜欢吃,2,2,1,2,2,2,2,1
好吃好吃很好吃,2,2,2,2,2,2,2,1
不仅价格优惠，而且味道酸甜可口，很是喜欢已经复购多次了！,2,2,1,2,2,2,2,1
让我们先说说商品的质量：产品总体上是好的，包装很紧。让我们来谈谈商家服务：喜欢它。最后，快递：快递非常快。毕竟，廉价商品更真实。我希望商店能提供更多的，及时通知老客户，并促进回购。祝你生意兴隆。,2,2,2,2,1,2,1,1
很好吃又甜又有水分皮薄值得下单,2,2,2,2,2,2,2,1
味道很好，物流很快，还会回购，我这么热爱生活，我老公一定也会很热爱我吧,2,1,2,2,2,2,2,1
红心柚很新鲜，拆开试吃了味道很好，下次还会继续购买，好评,2,2,1,2,2,2,2,1
