评论编号,评论,评分,用户名,用户地址,评论时间
18848298277,水分很充足，汁水一拨开都流地上了，又酸又甜，很好吃，没有坏果的出现，多汁爽口酸甜度刚刚好，剥开皮后，皮很薄，果肉厚香甜可口，一直都会买，味道不要太喜欢，,5,j***t,,2023-03-03 17:47:25
18817269601,这款西柚水分挺足的，味道酸甜可口。冷鲜配送，速度很快。下单第二天就送到了。很容易剥开，方便实惠。遇到活动价格很合适，物美价廉，性价比高。,5,随***0,,2023-02-22 17:27:24
18809060845,水果收到了，没有坏果，汁水很多，比较新鲜，口感不错，甜味十足，包装的很好，京东自营价格实惠，京东物流快速安全。,5,j***c,,2023-02-20 15:26:53
19995875936,特别好，价格便宜，物流快，水果很新鲜 真的好吃，好吃，口感好 收到货物后，我第一次打开包装。我觉得质量还是比较好的，这和卖家的描述是一致的。我非常满意。传送速度相对较快。物流公司服务态度好，交货速度快。总的来说，这是一次非常令人满意的购物。多亏了卖家。,5,j***0,山西,2023-10-23 17:09:22
18092149037,红心柚子收到了，红的很好看。口感也很好，脆甜，水分充足，吃起来停不下，可以吃饱，不是我馋，真的好吃😊,5,j***z,,2022-09-20 20:40:47
18047912446,宝贝发货快，很不错，皮不是很厚，果肉很甜，感谢送的剥皮器,5,j***8,,2022-09-11 16:16:21
18110244624,种水果兑换的柚子已收到，大概是没有封塑膜的缘故，其中一个表皮看上去特别的干皱，不过打开里面果肉挺好的，吃起来也特别的甜，一直喜欢吃琯溪的蜜柚，很满意！,5,q***a,,2022-09-24 11:20:18
18092109579,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！,5,燕***鹏,,2022-09-20 20:34:09
18084007418,🎁宝贝收到了，颜色很好看，质感也很好，样子简单！🤩是我想要的！！下次还会再来！物流很快超级好吃物超所值！！！都去买,5,_***_,,2022-09-19 11:56:47
18122296434,柚子收到了很好，还没吃试吃之后再评价，物流很快服务态度很好想买的亲赶快下单,5,j***e,,2022-09-26 16:28:42
18095573855,福建平和琯溪红心蜜柚柚子 蜜柚  新鲜水果柚子 红心蜜柚整箱3斤 净重2.5-3斤收到，谢谢快递送到家门口。以前的快递又回来了！收到柚子马上切开品尝，柚子虽小但很甜，是正宗的福建琯溪红心柚，吃完会回购，谢谢京东，谢谢商家优良品种，给五星好评！,5,1***i,,2022-09-21 15:10:53
18148623751,比较实惠的，是补维生素的好水果，还不错越吃越想吃这红柚质量不错，个头均匀饱满美容养颜反正是我能一直买下去是为了减肥买来吃的吃起来很甜，，水分大皮薄，果肉饱满，吃起来酸酸甜甜[福]的，每个个头都挺大蜜柚很新鲜，外皮没有一点点皱褶。,5,j***q,,2022-10-01 22:09:38
18131356080,第一次在这家买柚子。个头不大，但是真的好吃啊。打开箱子就闻到一股柚子的香味，好新鲜。皮很薄，甜甜的，水份又足。下次还在你家买,5,j***8,,2022-09-28 10:53:31
19964042435,没有水分了,5,w***8,安徽,2023-10-13 12:25:01
18689653813,此用户未及时填写评价内容,1,g***2,,2023-01-13 16:27:01
18616190991,好吃,5,小***7,,2022-12-27 23:13:56
18616177352,柚子皮挺薄的，也很新鲜,5,小***7,,2022-12-27 23:10:30
18611912074,柚子酸酸甜甜特别好吃,5,小***7,,2022-12-26 22:57:10
18608863070,很好,5,j***t,,2022-12-26 13:09:15
18598576127,这家店还好吧，来买过几次了，服务老客户非常周到，以后还常来。,5,美***女,,2022-12-24 12:27:15
18592453658,口感挺不错的，就是有的皮厚有的皮薄,5,随***说,,2022-12-22 23:55:42
18590889065,第一次在这家买柚子。个头不大，但是真的好吃啊。打开箱子就闻到一股柚子的香味，好新鲜。皮很薄，甜甜的，水份又足。下次还在你家买 水果店买一个的价，在这里买了两个，性价比超级超级高，口感也特别特别好！,5,阿***-,,2022-12-22 18:31:25
18590876673,柚子还可以，品相很靓，吃起来也很好吃，价格很实惠，下次有活动再来购买 第一次在这家买柚子。个头不大，但是真的好吃啊。打开箱子就闻到一股柚子的香味，好新鲜。皮很薄，甜甜的，水份又足。下次还在你家买,5,阿***-,,2022-12-22 18:31:11
18587610173,确实就是甜甜谷氨酸,5,谁***铜,,2022-12-22 09:46:11
18582662138,东西收到，很满意！！京东平台真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖！,5,锦***2,,2022-12-21 12:26:01
18579794009,还不错，就是水分少了一点。,5,j***i,,2022-12-20 21:48:46
18576363322,"商品还不错,挺好的",5,H***1,,2022-12-20 13:57:27
18575779466,让我们先说说商品的质量：产品总体上是好的，包装很紧。让我们来谈谈商家服务：喜欢它。最后，快递：快递非常快。毕竟，廉价商品更真实。我希望商店能提供更多的~，及时通知老客户，并促进回购。祝你生意兴隆。,5,锦***2,,2022-12-20 12:26:29
18572821162,好吃，商家服务好,5,宇***r,,2022-12-20 00:11:36
18569832781,不好吃不好吃 果肉很硬没有水分,3,j***s,,2022-12-19 17:06:32
18567248933,刚好做活动，价格便宜了很多，性价比超高，真的特别划算,5,甜***8,,2022-12-19 12:16:54
18566804399,这个柚子，超级不错，真的好吃,5,湉***8,,2022-12-19 11:03:54
18566812272,这个柚子真的很不错，买了不少，甜甜的,5,湉***8,,2022-12-19 11:03:36
18129926459,很新鲜哦！口感酸酸甜甜的呢，鲜嫩可口，柚子剥开果肉通红，很饱满，皮也很薄，一口下去，水分很多，满嘴爆汁，还特别甜，很好吃，这个价格能够买到这样已经心满意足了，这个季节吃着甜甜的不错，果汁挺多的，够吃段时间的了，冰箱都塞得满满的。等吃完会继续回购,5,夕***葑,,2022-09-28 01:12:55
18114876228,水果店买一个的价，在这里买了两个，性价比超级超级高，口感也特别特别好！,5,阿***6,,2022-09-25 09:07:22
18075833902,柚子的口感很好，酸酸甜甜，非常好吃,5,企***8,,2022-09-17 18:56:19
18067062176,收到货就迫不及待的品尝一下，很不错👍，果肉脆甜爽口，好吃😋,5,苏***之,,2022-09-15 19:30:26
18053692950,特别好，价格便宜，物流快，水果很新鲜,5,大***0,,2022-09-12 21:02:03
18467159313,收到货就迫不及待的品尝一下，很不错??，果肉脆甜爽口，好吃??,5,遍***珲,,2022-12-02 18:15:39
18406974614,柚子还可以，品相很靓，吃起来也很好吃，价格很实惠，下次有活动再来购买,5,杨***1,,2022-11-17 23:46:19
18334456701,特别好，价格便宜，物流快，个头大水分足,5,大***0,,2022-11-05 13:39:54
18074568569,太干,3,j***k,,2022-09-17 14:16:31
18244432957,很好吃的柚子，非常的甜,5,企***8,,2022-10-20 19:21:05
18554547741,这个价格仍然很划算。经济、便宜、质量非常好，与卖方描述的完全一样。非常满意，完全出乎意料，超划算，划算，购物比实体店便宜多了，非常满意网上购物。我希望卖家的生意会越来越红火，物流会越来越快，包装会越来越结实。六星表扬，多一星不怕你骄傲，犹豫不决的朋友会很快下单，这是良心的推荐。它真的很好，而且价格也很高，所以你将来可以在这里买。给三个好评就满足了！满意了！满意了,5,j***1,,2022-12-17 12:33:56
18550025726,好,5,青***夏,,2022-12-16 19:56:45
18548280088,正好两个 口感很好 特别甜 水份十足,5,c***u,,2022-12-16 16:29:29
18547298220,"商品还不错,挺好的",5,B***6,,2022-12-16 13:56:48
18546787474,几以前几乎从未认真评价过，也不知道浪费了多少分。我听说评价中有100多个单词，基本上是每周访问一次。在京东购物太方便了，根本停不下来。从那时起，购买日用品时首先想到的就是京东，它是真正的。起初我很担心。现在我习惯了，这真的很好。现在我必须给更多的~。我下次会再来。我一直在购物。它仍然是一个非常好的宝贝。真的很好。这是值得的。网上买一次也没用。它还没有安装。我一次买了两个。大品牌值得信赖。,5,j***1,,2022-12-16 12:36:20
18546738634,柚子总体来说还不错，甜度还可以，没有坏果，水分不是很足,4,灬***殇,,2022-12-16 12:28:01
18546226996,可以,5,j***i,,2022-12-16 11:17:51
18538506416,本来还很担心东西不好，拿到手发现完全多虑了，五星好评,5,H***6,,2022-12-15 12:05:07
18535458232,很差，没水分，直接丢了，智商税,1,j***X,,2022-12-14 22:48:09
18534294086,好,5,高***5,,2022-12-14 20:03:32
18530011203,可！,5,M***U,,2022-12-14 10:14:59
18528070732,橘子杆子，柚子什么的家人都很喜欢吃。补充维生素，酸酸甜甜的。活动价格很给力，蛮好的。,5,我***行,,2022-12-13 23:55:20
18527387099,东西味道还不错，值得购买,5,j***v,,2022-12-13 22:04:50
18526667247,这个价格仍然很划算。经济、便宜、质量非常好，与卖方描述的完全一样。非常满意，完全出乎意料，超划算，划算，购物比实体店便宜多了，非常满意网上购物。我希望卖家的生意会越来越红火，物流会越来越快，包装会越来越结实。六星表扬，多一星不怕你骄傲，犹豫不决的朋友会很快下单，这是良心的推荐。它真的很好，而且价格也很高，所以你将来可以在这里买。给三个好评就满足了！满意了！满意了,5,L***F,,2022-12-13 20:41:00
18522998723,东西收到，很满意！！京东平台真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖！,5,j***v,,2022-12-13 12:27:20
18521905068,这个价格仍然很划算。经济、便宜、质量非常好，与卖方描述的完全一样。非常满意，完全出乎意料，超划算，划算，购物比实体店便宜多了，非常满意网上购物。我希望卖家的生意会越来越红火，物流会越来越快，包装会越来越结实。六星表扬，多一星不怕你骄傲，犹豫不决的朋友会很快下单，这是良心的推荐。它真的很好，而且价格也很高，所以你将来可以在这里买。给三个好评就满足了！满意了！满意了,5,H***m,,2022-12-13 10:05:10
18520531945,收到货就迫不及待的品尝一下，很不错??，果肉脆甜爽口，好吃?? 🎁宝贝收到了，颜色很好看，质感也很好，样子简单！🤩是我想要的！！下次还会再来！物流很快超级好吃物超所值！！！都去买,5,b***i,,2022-12-13 01:00:08
18519996318,京东购物使我们的生活更便捷了！京东商品丰富，无所不有，自营商品更是价格优惠！,5,绿***3,,2022-12-12 22:24:22
18519741144,这个价格仍然很划算。经济、便宜、质量非常好，与卖方描述的完全一样。非常满意，完全出乎意料，超划算，划算，购物比实体店便宜多了，非常满意网上购物。我希望卖家的生意会越来越红火，物流会越来越快，包装会越来越结实。六星表扬，多一星不怕你骄傲，犹豫不决的朋友会很快下单，这是良心的推荐。它真的很好，而且价格也很高，所以你将来可以在这里买。给三个好评就满足了！满意了！满意了,5,j***1,,2022-12-12 21:43:49
18519237880,质量很好，性价比高，值得购买，送货速度快！！,5,H***8,,2022-12-12 20:34:16
18244082876,柚子的口感很好，非常甜，水很多。,5,勇***A,,2022-10-20 18:13:26
18226370614,老板发货快，包装好，没有损坏的，水果是好吃的蜜柚，果子大，皮很薄，果肉水份足，晶莹剔透，味道甜而细嫩，入口口感好，非常满意。吃完又买。谢谢商家和快递师傅！,5,焱***i,,2022-10-17 15:29:09
18215551109,老板发货快，包装好，没有损坏的，水果是好吃的蜜柚，果子大，皮很薄，果肉水份足，晶莹剔透，味道甜而细嫩，入口口感好，非常满意。吃完又买。谢谢商家和快递师傅！,5,u***u,,2022-10-15 17:41:56
18206053771,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！给5分。,5,s***c,,2022-10-13 19:13:46
18200925084,搞活动买的，价格很实惠，得两个柚子，柚子果肉味道甜，好吃。,5,l***a,,2022-10-12 16:13:26
18198460191,特别好，价格便宜，物流快，个大水多很甜,5,大***0,,2022-10-11 23:40:23
18187501204,柚子很不错，很甜，物流很快，没有破损，强烈推荐大家购买,5,j***l,,2022-10-09 13:50:58
18163792739,"很好吃的红心柚子。
皮不是很厚，柚子水份很足。
口味很不错，很甜，很好吃。",5,****头,,2022-10-04 19:25:29
18143442884,非常的完美，特别好吃，个头不大，但是很甜,5,W***6,,2022-09-30 18:50:35
18142792524,一直在京东买东西，物流配送中心快，服务态度很好，产品质量安全，日期新鲜，在京东买东西已经成了一种习惯，支持京东，还会来！！！！,5,金***堂,,2022-09-30 16:21:51
18510088030,放久了有点酸,5,李***库,,2022-12-11 14:37:06
18509890259,东西收到，很满意！！京东平台真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖！,5,j***f,,2022-12-11 14:08:39
18509393997,宝贝真心不错，与图片相符，没有任何差异，真的是物超所值，物美价廉啊质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了我来评价下这个宝贝，价格不错，质量不错，快递不错，老板不错。东西不错，还有优惠，可以放心省钱购买，不要犹豫了,5,j***c,,2022-12-11 12:36:42
18507670287,"还送了削皮器👏👏👏
皮不厚，很好剥😁😁
汁水浓郁，甜中带点酸👍👍
孩子自己就吃了半个😂

给家人又回购了👏",5,看***亮,,2022-12-11 02:03:01
18507111807,"还送了削皮器👏👏👏
皮不厚，很好剥😁😁
汁水浓郁，甜中带点酸👍👍
孩子自己就吃了半个😂

给家人又回购了👏",5,雁***间,,2022-12-10 22:58:37
18506936961,坏的又小又苦非常差的老逼登,5,J***户,,2022-12-10 22:22:27
18506834095,特别特别满意，超级好看，客服很有礼貌，很客气，良心商家，支持！,5,j***b,,2022-12-10 22:04:33
18506271686,说是水果净重2.5斤到3斤。实际收到的缺斤少两，建议看完后自己选择。,1,j***r,,2022-12-10 20:32:09
18505504092,宝贝真心不错，与图片相符，没有任何差异，真的是物超所值，物美价廉啊质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了我来评价下这个宝贝，价格不错，质量不错，快递不错，老板不错。东西不错，还有优惠，可以放心省钱购买，不要犹豫了,5,w***1,,2022-12-10 18:15:01
18504583659,太干巴，没啥水分，皮还厚,5,阳***福,,2022-12-10 15:06:35
18504447986,好吃,5,春***待,,2022-12-10 14:38:17
18503592464,一般吧！,5,H***2,,2022-12-10 11:48:59
18501946713,柚子很好吃，酸酸甜甜的，个头不大，红心的，有水分，好吃，柚子很好吃，酸酸甜甜的，个头不大，红心的，有水分，好吃，,5,j***t,,2022-12-09 22:16:21
18501365871,质量非常好，非常满意的一次购物。客服有问必答，非常专业,5,H***6,,2022-12-09 20:40:22
18500896584,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！,5,j***x,,2022-12-09 19:09:01
18500898021,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！,5,j***x,,2022-12-09 19:08:48
18500323944,很好吃，也很甜，价格实惠，想要在买没有了。,5,悦***号,,2022-12-09 17:10:32
18499350236,价格很优惠，服务也很好，质量各方面都不错的，给个好评此次鼓励 ！,5,名***取,,2022-12-09 14:01:55
18498998401,非常好，物美价廉，值得推荐，值得购买，下次还会来的。,5,奇***3,,2022-12-09 12:44:27
18498926693,东西收到，很满意！！京东平台真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖！,5,树***熟,,2022-12-09 12:27:06
18139068131,柚子的质量很好，很甜，非常好吃。,5,快***豚,,2022-09-29 20:22:44
18135546068,吃起来不错以前买过味道可口。也很新鲜快递也快离我家20米,5,N***冷,,2022-09-29 05:54:39
18467177932,柚子还可以，品相很靓，吃起来也很好吃，价格很实惠，下次有活动再来购买,5,遍***珲,,2022-12-02 18:17:59
18222145341,柚子的口感很好，汁水很多，非常甜。,5,快***豚,,2022-10-16 19:42:59
18210731980,货已收到，迫不及待的打开两个柚子大小，正好，柚子是我们家的最爱，常备水果，一买过多次，京东的质量非常好，不会缺斤短两，这个不头疼,5,可***图,,2022-10-14 18:11:43
18211577982,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！,5,j***不,,2022-10-14 21:12:13
18223594489,比较实惠的，是补维生素的好水果，还不错越吃越想吃这红柚质量不错，个头均匀饱满美容养颜反正是我能一直买下去是为了减肥买来吃的吃起来很甜，，水分大皮薄，果肉饱满，吃起来酸酸甜甜[福]的，每个个头都挺大蜜柚很新鲜，外皮没有一点点皱褶。,5,j***c,,2022-10-17 01:04:08
18409908356,还可以,3,j***c,,2022-11-18 17:05:46
18098336302,福建平和琯溪红心蜜柚柚子 蜜柚  新鲜水果柚子 红心蜜柚整箱3斤 净重2.5-3斤收到，谢谢快递送到家门口。以前的快递又回来了！收到柚子马上切开品尝，柚子虽小但很甜，是正宗的福建琯溪红心柚，吃完会回购，谢谢京东，谢谢商家优良品种，给五星好评！,5,學***悕,,2022-09-22 02:07:25
18212363169,货已收到，迫不及待的打开两个柚子大小，正好，柚子是我们家的最爱，常备水果，一买过多次，京东的质量非常好，不会缺斤短两，这个不头疼,5,我***2,,2022-10-15 01:21:15
18490187606,可以,5,无***心,,2022-12-07 12:44:14
18489324997,一个很大，酸甜。,5,普***衣,,2022-12-07 09:40:17
18489317918,个头小，有两个，酸甜。,5,普***衣,,2022-12-07 09:40:00
18485375269,几以前几乎从未认真评价过，也不知道浪费了多少分。我听说评价中有100多个单词，基本上是每周访问一次。在京东购物太方便了，根本停不下来。从那时起，购买日用品时首先想到的就是京东，它是真正的。起初我很担心。现在我习惯了，这真的很好。现在我必须给更多的~。我下次会再来。我一直在购物。它仍然是一个非常好的宝贝。真的很好。这是值得的。网上买一次也没用。它还没有安装。我一次买了两个。大品牌值得信赖。,5,小***丶,,2022-12-06 19:45:25
18485142264,味道还行吧,4,小***0,,2022-12-06 19:07:30
18483259661,东西收到，很满意！！真的是超级好的卖家，解答疑问不厌其烦，细致认真，关键是东西好，而且货物发得超快，包装仔细，值得信赖！,5,名***取,,2022-12-06 14:00:39
18483160772,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！,5,j***0,,2022-12-06 13:43:01
18483158345,几以前几乎从未认真评价过，也不知道浪费了多少分。我听说评价中有100多个单词，基本上是每周访问一次。在京东购物太方便了，根本停不下来。从那时起，购买日用品时首先想到的就是京东，它是真正的。起初我很担心。现在我习惯了，这真的很好。现在我必须给更多的~。我下次会再来。我一直在购物。它仍然是一个非常好的宝贝。真的很好。这是值得的。网上买一次也没用。它还没有安装。我一次买了两个。大品牌值得信赖。,5,j***0,,2022-12-06 13:42:36
18483169757,福建平和琯溪红心蜜柚柚子 蜜柚  新鲜水果柚子 红心蜜柚整箱3斤 净重2.5-3斤收到，谢谢快递送到家门口。以前的快递又回来了！收到柚子马上切开品尝，柚子虽小但很甜，是正宗的福建琯溪红心柚，吃完会回购，谢谢京东，谢谢商家优良品种，给五星好评！,5,j***0,,2022-12-06 13:42:07
18483155823,第一次在这家买柚子。个头不大，但是真的好吃啊。打开箱子就闻到一股柚子的香味，好新鲜。皮很薄，甜甜的，水份又足。下次还在你家买,5,j***0,,2022-12-06 13:41:36
18481163974,一次非常满意的购物，京东出品，必属精品,5,啤***1,,2022-12-06 03:24:48
18478898088,挺不错的红心柚，味道好，水分足,5,老***滴,,2022-12-05 16:24:59
18478889503,红心柚子收到了，红的很好看。口感也很好，脆甜，水分充足，吃起来停不下，可以吃饱，不是我馋，真的好吃??,5,j***d,,2022-12-05 16:22:39
18478877439,红心柚子收到了，红的很好看。口感也很好，脆甜，水分充足，吃起来停不下，可以吃饱，不是我馋，真的好吃??,5,j***d,,2022-12-05 16:22:33
18478878181,红心柚子收到了，红的很好看。口感也很好，脆甜，水分充足，吃起来停不下，可以吃饱，不是我馋，真的好吃??,5,j***d,,2022-12-05 16:22:21
18478883991,红心柚子收到了，红的很好看。口感也很好，脆甜，水分充足，吃起来停不下，可以吃饱，不是我馋，真的好吃??,5,j***d,,2022-12-05 16:22:15
18478885965,红心柚子收到了，红的很好看。口感也很好，脆甜，水分充足，吃起来停不下，可以吃饱，不是我馋，真的好吃??,5,j***d,,2022-12-05 16:21:58
18478858938,红心柚子收到了，红的很好看。口感也很好，脆甜，水分充足，吃起来停不下，可以吃饱，不是我馋，真的好吃??,5,j***d,,2022-12-05 16:16:21
18478578088,好,5,薛***匀,,2022-12-05 15:14:50
18478545754,冲着返豆...不错 不错 不错,5,广***心,,2022-12-05 15:07:08
18212409579,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！,5,风***羽,,2022-10-15 01:59:18
18265488040,特别好，价格便宜，物流快，水果很新鲜,5,大***0,,2022-10-23 14:08:36
18221397407,货已收到，迫不及待的打开两个柚子大小，正好，柚子是我们家的最爱，常备水果，一买过多次，京东的质量非常好，不会缺斤短两，这个不头疼,5,缪***9,,2022-10-16 17:36:34
18265502352,特别好，价格便宜，物流快，水果很新鲜,5,大***0,,2022-10-23 14:09:35
18470756615,发货快，很不错，皮不是很厚，果肉很甜，感谢送的剥皮器，宝贝发货快，很不错，皮不是很厚，果肉很甜，感谢送的剥皮器,5,z***7,,2022-12-03 17:10:46
18241865843,货已收到，迫不及待的打开两个柚子大小，正好，柚子是我们家的最爱，常备水果，一买过多次，京东的质量非常好，不会缺斤短两，这个不头疼,5,建***海,,2022-10-20 11:25:11
18223580156,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！,5,j***c,,2022-10-17 00:57:42
18213414103,福建平和琯溪红心蜜柚柚子 蜜柚  新鲜水果柚子 红心蜜柚整箱3斤 净重2.5-3斤收到，谢谢快递送到家门口。以前的快递又回来了！收到柚子马上切开品尝，柚子虽小但很甜，是正宗的福建琯溪红心柚，吃完会回购，谢谢京东，谢谢商家优良品种，给五星好评！,5,绣***龍,,2022-10-15 10:30:26
18265523111,特别好，价格便宜，物流快，水果很新鲜,5,大***0,,2022-10-23 14:18:00
18474369747,货已收到，迫不及待的打开两个柚子大小，正好，柚子是我们家的最爱，常备水果，一买过多次，京东的质量非常好，不会缺斤短两，这个不头疼,5,j***z,,2022-12-04 15:32:09
18474505686,水果很新鲜，个头也很大，很大个，很新鲜，挺好的,5,w***b,,2022-12-04 16:06:08
18474367261,福建平和琯溪红心蜜柚柚子 蜜柚  新鲜水果柚子 红心蜜柚整箱3斤 净重2.5-3斤收到，谢谢快递送到家门口。以前的快递又回来了！收到柚子马上切开品尝，柚子虽小但很甜，是正宗的福建琯溪红心柚，吃完会回购，谢谢京东，谢谢商家优良品种，给五星好评！,5,j***z,,2022-12-04 15:32:20
18474357607,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！,5,j***z,,2022-12-04 15:31:56
18474366485,福建平和琯溪红心蜜柚柚子 蜜柚  新鲜水果柚子 红心蜜柚整箱3斤 净重2.5-3斤收到，谢谢快递送到家门口。以前的快递又回来了！收到柚子马上切开品尝，柚子虽小但很甜，是正宗的福建琯溪红心柚，吃完会回购，谢谢京东，谢谢商家优良品种，给五星好评！,5,j***z,,2022-12-04 15:31:46
18474362883,第一次在这家买柚子。个头不大，但是真的好吃啊。打开箱子就闻到一股柚子的香味，好新鲜。皮很薄，甜甜的，水份又足。下次还在你家买,5,j***z,,2022-12-04 15:30:54
18474351068,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！,5,j***z,,2022-12-04 15:29:57
18474347770,福建平和琯溪红心蜜柚柚子 蜜柚  新鲜水果柚子 红心蜜柚整箱3斤 净重2.5-3斤收到，谢谢快递送到家门口。以前的快递又回来了！收到柚子马上切开品尝，柚子虽小但很甜，是正宗的福建琯溪红心柚，吃完会回购，谢谢京东，谢谢商家优良品种，给五星好评！,5,j***z,,2022-12-04 15:29:42
18473111467,参加活动买的，东西还可以吧，价格便宜。。。,5,不***0,,2022-12-04 10:05:43
18472964935,柚子吃了很好啊就是活动结束了才发现买少了,5,谁***铜,,2022-12-04 09:17:50
18472820913,针不错！！！好吃又不贵！！！,5,何***3,,2022-12-04 08:11:57
18472484261,特别好吃的柚子，很甜，很甜,5,j***w,,2022-12-04 01:30:25
18472484410,柚子不大，但真的是很甜很甜，买了，很多次。,5,j***w,,2022-12-04 01:29:03
18472488292,好评,5,j***w,,2022-12-04 01:28:30
18472379617,这个价格仍然很划算。经济、便宜、质量非常好，与卖方描述的完全一样。非常满意，完全出乎意料，超划算，划算，购物比实体店便宜多了，非常满意网上购物。我希望卖家的生意会越来越红火，物流会越来越快，包装会越来越结实。六星表扬，多一星不怕你骄傲，犹豫不决的朋友会很快下单，这是良心的推荐。它真的很好，而且价格也很高，所以你将来可以在这里买。给三个好评就满足了！满意了！满意了,5,爱***a,,2022-12-04 01:07:54
18472312557,柚子新鲜个大甜度适中，家人都说好吃。很饱满，皮也很薄，一口下去，水分很多，还特别甜，很好吃。这个季节适合吃柚子真的挺好的。以后还会经常光顾。吃习惯了红心柚子真是美味，吃起来爽口多汁！，新鲜，没有坏的，甜甜的味道很好吃。,5,z***6,,2022-12-04 00:09:46
18472091897,非常好吃的柚子，推荐！,5,中***6,,2022-12-03 22:24:22
18471717668,水果到了，一共三个。吃了一个还是挺不错的，可以点个赞。,5,佰***爷,,2022-12-03 20:50:56
18471576553,好吃,5,红***6,,2022-12-03 20:15:52
18471575593,好吃,5,红***6,,2022-12-03 20:15:43
18471014304,不圆，很小一个，一半都还是青的，阴阳柚一样，一半圆一半不圆，甜是甜的，会有很多硬硬的东西，不能吃,3,一***b,,2022-12-03 18:08:31
18223578070,福建平和琯溪红心蜜柚柚子 蜜柚  新鲜水果柚子 红心蜜柚整箱3斤 净重2.5-3斤收到，谢谢快递送到家门口。以前的快递又回来了！收到柚子马上切开品尝，柚子虽小但很甜，是正宗的福建琯溪红心柚，吃完会回购，谢谢京东，谢谢商家优良品种，给五星好评！,5,j***c,,2022-10-17 01:02:36
18223605156,正宗福建琯溪红心蜜柚，个头虽不显大，果肉却很紧致饱满，放了好几天才掰开，里面的果肉水分还很足，味道甘甜，略带一点点的苦，后味还是甜的，这个季节吃蜜柚最和时宜，既能解渴败火，又能排毒养颜，大人小孩都爱吃！,5,j***c,,2022-10-17 01:14:19
18265525508,特别好，价格便宜，物流快，水果很新鲜,5,大***0,,2022-10-23 14:17:26
18265543037,特别好，价格便宜，物流快，水果很新鲜,5,大***0,,2022-10-23 14:18:35
18213409653,第一次在这家买柚子。个头不大，但是真的好吃啊。打开箱子就闻到一股柚子的香味，好新鲜。皮很薄，甜甜的，水份又足。下次还在你家买,5,绣***龍,,2022-10-15 10:30:31
