评论,品质,味道,价格,分量,外观,物流,客服,粗粒度
前 两 天 买 了 一 箱 送 朋友 ， 反馈 说 品质 很 好 ， 酸甜适 中 ， 可口 ， 水分 足 ， 我 就 赶紧 下回 一 单 ， 留给 自己 吃 ， 个头 不 是 很 大 ， 一 箱 只 ， 这个 价格 很 划算,1,1,1,1,2,2,2,2
家里 几乎 所有 的 水果 都 是 京东 买 的 ， 一站式 购物 买 齐 了 ， 放 冰箱 里面 可以 吃 好久 ， 也 很 方便 ， 重要 是 这 水果 太 重 ， 直接 送货 到 家门口 就 很 方便,1,1,2,2,2,1,2,2
蜜柚 刚刚 收到 还 没 来得及 品尝 、 晚上 打 果汁 加 蜂蜜 孩子 回来 一起 吃 包装 很 好 、 看上去 很 新鲜 、 配送 服务 及时 希望 蜜柚 好吃 晚餐 见 吃 好 了 下次 再 来 光顾 、 谢谢 快递 配送,1,1,2,2,2,1,1,2
最近 太 忙 了 ， 确认 晚 了 ， 东西 是 很 好 的 ， 呵呵 ， 谢 了 。 物流 公司 的 态度 比较 差 建议 换 一 家 ！ 不过 掌柜人 还 不错 ！ 呵 ， 货 真 不错 ， 老婆 很 喜欢 ！ 很 好 的 卖家 ， 谢谢 喽 。,1,1,1,2,1,0,1,1
柚子 真 的 大 ， 物流 也 很 快 ， 这 是 我 买 过 最 好吃 的 柚子 ， 而且 还是 在 京东 买 的 ， 里面 的 果肉 很 饱满 ， 个头 也 超级 大 ， 味道 酸 甜 可口 ， 真是 大人 小孩 都 喜欢 吃 ， 下次 还 会 继续 光顾 的,1,1,2,1,2,1,1,2
又 是 一 年 柚子 成熟 的 季节 ， 去年 买 过 很多 次 ， 依然 是 那么 好吃 ， 这个 味道 超 棒 ， 柚子 的 香 ， 甜味 适中 ， 皮薄 汁 多 ， 果肉 很 厚实 ， 送货上门 非常 满意 。,1,1,2,1,1,1,2,2
京东 让 生活 更 便捷 ， 下 了 班 不 用 跑 超市 排长 龙买单 你 ， 尤其 上班族 足 不 出门 就 能 在家 各种 购物 ， 重点 是 物流 超快 还 送货上门 ， 这 点 就 辛苦 配送员 了 。,2,2,2,1,2,1,2,2
这 柚子 真的 太 好 了 ， 开 出来 的 果肉 很多 ， 水份 也 大 ， 肉 还 好吃 ， 个个 都 很 饱满 放 了 好几 天 了 。 还是 这么 新鲜 ， 京东 上 买 的 太 给力 了 ， 下次 还 会 继续 光顾 的 ，,1,1,2,2,2,1,1,2
这个 柚子 非常 好吃 ， 柚子 味儿 特 浓 ， 比较 甜 ， 价格 也 不 贵 ， 尤其 是 昨天 买 的 时候 有 优惠券 ， 非常 便宜 ， 直接 就 买 了 盒 ， 一 盒 里面 是 个 装 的,1,1,1,2,2,2,2,2
包装 的 很 精美 ！ 粒装 的 质量 和 品质 非常 不错 ！ 之前 在 这家 店 也 买 过 其他 东西 ， 感觉 不错 ， 这 次 又 来 啦 。 收到 快递 后 迫不及待 的 拆 了 包装 。 粒装 我 真的 是 非常 喜欢 真 是 一 次 难忘 的 购物 ， 这 辈子 没 见 过 这么 好 用 的 东西 ！ ！ 这家 的 粒装 的 真是 太 好 用 了 ， 用 了 第一 次 就 还 想 再 用 一 次 。 真是 一 次 愉快 的 购物 ！,1,1,2,2,1,1,2,2
快递 超 快 ， 第二 天 就 收到 了 ， 京东 自营 快递 没 得 说 ， 包装 完好 没有 破损 ， 味道 也 还 可以 ， 是 红心 的 ， 没 啥 毛病 ， 习惯 直接 好评 ， 以后 还 会 买,2,1,2,2,1,1,1,2
很 好吃 哦 ， 没 想到 福建 柚子 也 这么 好吃 ， 比 赣州 脐橙 还 好吃 一点 ， 酸甜适 中 ， 微酸 。 本来 还 很 担心 东西 不好 ， 拿 到 手 发现 完全 多 虑 了 ， 五星好评,1,2,2,2,2,2,1,2
收到 货 挺 新鲜 的 ， 喜欢 间 西柚 的 一 股 淡淡的 清香 ， 水果 的 滋味 ～ 一 开始 担心 价格 便宜 买 不 到 好 货 ， 快递 到 的 很 及时 ， 包装 没有 任何 破损 ， 果子 每 一个 都 个头 均匀 ， 色泽 鲜亮 ！,1,1,1,1,1,1,1,2
买 了 柚子 ， 哈密瓜 ， 火龙果 ， 到货 很 快 ， 第二 天 就 到 货 啦 ， 快递 包装 严实 ， 快递 小 哥 送货上门 、 非常 贴心 ， 水果 也 没有 坏 的 ， 水果 很 新鲜 。,1,2,2,0,1,1,2,1
包装 完好 无 损伤 ， 京东 自营 生鲜 超市 顶呱呱 果实 很 大 很 饱满 ， 非常 甜 哦 。 物流 给力 ， 价格 实惠 比 超市 买 还要 划算 很多 呢 。 非常 愉快 的 一 次 购物,2,1,1,1,1,1,2,2
谢谢 老板 ！ 味道 也 还是 不错 滴 ， 个头 大 小 均匀 ， 果然 细腻 。 又 到 了 一年一度 吃 柚子 的 季节 ， 每年 都 会 囤 一些 慢慢 吃 ， 柚子 以 福建 红心柚 最佳 ， 淡淡的 清香 入口 丝丝 的 甜 ， 营养 丰富 ， 又 不 上火 ， 入秋 的 最佳 选择 ！ 配件 齐全 ， 包装 严莲 ， 完好无损 ， 值 了 。 好吃 ， 皮 有 点 厚 ， 水分 多 ， 酸甜 的 味道 ， 越 吃 越 好吃 ， 看 着 就 特别 有 食欲 ， 一 口 咬 下去 满满的 汁水 ， 香味 特别 浓郁 ， 很 不错 。 很 饱满 ， 一 口 下去 ， 水分 很多 ， 水分 多多 ！,1,1,2,1,1,0,2,1
两 个 柚子 都 完好 ， 送 了 一个 开柚子 的 工具 ， 很 贴心 ， 水分 很足 ， 非常 甜 。 在 京东 买 水果 一般 是 可以 放心 的 。 一 次 很 好 的 购物 体验 ， 期待 回购 。,1,1,2,0,2,1,1,1
是 红心柚 子 ， 柚子 很 好 剥 ， 甜度 挺 高 的 ， 酸酸甜甜 的 很 好吃 。 一口气 就 吃 了 半 个 柚子 ， 停 不 下来 的 赶脚 ， 越 吃 越 想 吃 。 有 活动 还 会 回购 的 。,1,1,2,2,2,2,1,2
家里 水果 都 是 在 京东 买 的 ， 柚子 特别 好吃 ， 个头 也 大 ， 吃起来 挺 好吃 的 ， 特别 新鲜 ， 而且 柚子 比较 耐放 ， 多 买 些 放 着 吃 也 可以 的 ， 特别 好,1,1,2,1,2,2,2,2
物流 非常 快 ， 包装 也 完好无损 ， 水果 也 没有 磕磕碰碰 。 这个 红心柚 子 很 新鲜 ， 个头 也 比较 大 ， 酸酸甜甜 的 ， 水分 也 特别 多 ， 家人 也 爱吃 。,1,1,2,1,2,1,2,2
一 次 很 好 的 购物 体验 ， 服务 周到 ， 物流 快速 ， 配送 也 很 周到 ， 态度 也 很 好 ， 好评 ！ 很 满意 ， ， 物流快 ， 客服 很 棒 ， 点 赞 真的 很 好 用 ， 对 商品 非常 满意 ， 属于 无限 回购款 ， 推荐 ！,1,2,2,2,2,1,1,2
这 是 一 段 好评 ， 花钱 买 了 再 来 评价 ， 麻烦 你们 认真点 ！ 先 说 商品 质量 ： 产品 总体 不错 ， 包装 严实 。 再说 商家 服务 ： 点 赞 啦 。 最后 点评 快递 ： 发货 很 快 。 其他 就是 感谢 店家 打折 送 券 活动 ， 毕竟 便宜 好货 更 实在 。 希望 店家 多多 优惠 ， 及时 通知 老 客户 ， 促成 回购 。 祝 生意 兴隆 京东 速度 很 好,1,1,1,2,1,1,1,2
bullbull 价格 超 优惠 ， 性能 也 非常 棒 ， 完美 的 一 次 购物 物超所值 ， 话 不 多 说 ， 这 四 个 字 已经 说明 了 一切 整体 来说 还 是 很 不错 的 ， 店家 服务 态度 很 好 ， 而且 质量 也 很 好 ， 没有 异味 赶上 做 活动 的 时候 买 的 ， 这个 价格 一 分 钱 一 分 货 ， 从 外观 看 很 美 ， 材质 做工 都 不错 ， 感觉 买 值 了 ， 还有 物流 超级 快 ， 点赞 ！,1,2,1,2,1,1,1,2
个 头儿 不 是 很 大 ， 甜 不 甜 还 没 吃 ， 皮 是 薄 的 ， 感觉 这个 价格 说 不 上 优惠 不 优惠 ， 吃 完 了 再 追评 ， 京东 的 服务 还是 很 给力 的 ！ 快递 速度 也 很 快 ！,2,1,0,1,1,1,1,1
好吃 好吃 的 ！ 不 酸 ， 清新 ， 微甜 ， 水分 可以 。 物流 运输 很快 没有 破损 还 给 送货上门 。 超出 预期 效果 的 好吃 。 整体 性价比 高 的 。 好评 好评 好评 好评 ！,2,1,1,2,2,1,1,2
心仪已久 ， 价格 实惠 ， 味道 也 不错 ， 快递 也 很 给力 ， 果然 名副其实 ， 包装 很 好 ， 颜值 不错 ， 质量 也 没有 问题 ， 这个 产品 和 它 价位 相比 来说 ， 还是 很 合适 的,2,1,1,1,1,1,2,2
整体 来说 还 是 很 不错 的 ， 店家 服务 态度 很 好 ， 而且 品质 也 很 好 ， 没有 坏掉 破损 的 ， 柚子 也 很 甜 ， 包装 也 很 好 ， 总体 来说 没有 问题 。 五星好评,1,1,1,2,1,1,1,2
号 下单 ， 号 就 配送 下 单 ！ 物流 nb ！ ！ 箱柚 子份量 足 ， 表皮 光滑 ， 闻 着 很 好吃 的 剥开 皮薄 肉 多 ， 皮 也 很 轻松 就 剥 开 了 ， 吃起来 很 甜 红色 纯正 甜度 刚刚 好 ， 没有 渣 而且 水分 超级 多 ， 红心 的 吃起来 口感 不错,2,1,2,2,1,1,1,2
柚子 不错 ， 很 大 ， 而且 水份 多 ， 好吃 ， 一点 都 不 酸 ， 很 喜欢 ， 一下子 买 了 八 个 ， 国庆 可以 尽情 吃 了 ， 物流 还 不错 ， 第二 天 就 送 到 了 呢 ， 感谢,1,1,2,1,2,1,2,2
好吃 ， 大个 ， 非常 不错 ， 很 好吃 ， 很 甜 ， 脆 ， 虽然 等 好几 天 ， 虽然 要 催 来 催 去 ， 虽然 催 也 没 起 什么 作用 ， 但是 ， 还是 没 起 作用 ， 水果 的 品质 挺 不错 的 。,1,1,2,1,2,2,2,2
很 好吃 ， 外观 看 着 比较 一般 ， 收货 适合 自己 吃 ， 不要 送 人 还是 很 甜 的 。 中秋 国庆 双节 快乐 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ 感谢 快递 小哥 。。。。,2,1,2,0,1,1,2,1
第一 次 去 女 朋友家 ， 给 她 妈妈 和 奶奶 买 的 ， 很 喜欢 吃 ， 味道 真的 好 ， 非常 好 和 实体店 看 的 一样 质量 好 相信 京东 ， 非常 好 和 实体店 看 的 一样 。,2,1,2,2,1,2,2,2
京东 物流 速度 很快 ， 当天 下单 ， 第二 天 上午 就 送 到 了 ， 送货上门 了 。 包装 严实 。 这 款 柚子 品质 不错 ， 价格 比较 实惠 ， 适合 在 秋天 时节 品尝 。,1,2,1,2,1,1,1,2
发货 速度 非常 快 ， 第二 天 就 到 货 。 柚子 每个 大小 都 差不多 ， 水 份 足 也 够 甜 。 之前 买 了 第三方 的 ， 和 自营店 差 的 十万八千 。 拿下 一下 干掉 一个,2,1,2,1,2,1,2,2
京东 自营 旗舰店 的 物流 速度 一如继往 的 给力 呀 ！ 第一天下单 ， 第二 天 上午 就 送货上门 啦 ！ 柚子 单独 又 装箱 快递 ， 包装 完好无损 ！ 果子 很 厚实 ， 味道 还 不错 ！ 整体 不错 ！,2,1,2,2,1,1,2,2
货 收到 了 ， 很 不错 ， 价格 比较 实惠 ， 味道 好 极了 物美价廉 。 昨天 晚上 下 单 的 单 ， 一大早 就 送 来 了 ， 物流 速度 相当 牛 ， 京东 快递 就 是 快 ， 总之 这 是 一 次 愉快 的 购物 ！ 下次 还 来 光顾 ！,1,1,1,2,1,1,1,2
东西 挺 好 的 ， 快递 很快 ， 第二 天 就 到 了 ， 买 过 好几 次 了 已经 ， 挺 不错 的 ， 要是 优惠 再 大 点 就 好 了 ， 多 来 几 个 优惠券 啥 的 。 总之 还是 不错 的,1,1,1,1,1,1,2,2
不愧 是 京东生鲜 大 牌子 店 ， 柚子 的 质量 是 非常 好 的 ， 是 正品 ， 生产 日期 也 是 非常 新 的 ， 非常 的 香甜 ， 非常 的 好吃 ， 送 人 包装 也 很 好看 的 ， 很 不错 的 ， 价格 又 便宜 又 实惠 ， 京东 快递 就 是 快 啊 ， 中间 就 隔 了 一 天 就 收到 了 ， 非常 的 不错 哇,1,1,1,1,1,1,2,2
真 的 真的 很 大 ， 水分 也 很 多 ， 买 了 好多 家 第一 次 遇到 品质 这么 好 的 ， 拿 到 就 吃 了 ， 第二 个 放 了 几 天 刚刚 好 ， 第一 个 吃 的 早微酸 ， 但是 本人 喜欢 吃 酸 的 ， 推荐,1,1,2,1,2,2,2,2
还 不错 ， 物流 配送 很 快 ， 品质 很 好 ， 柚子 的 个头 很 大 ， 很 实 ， 破 开 后 ， 果味 很 纯正 ， 吃起来 口感 非常 不错 ， 买 四 个 性价比 也 很 高 ， 非常 满意,1,1,2,1,2,1,1,2
柚子 特别 大 ， 打开 吃 了 一个 。 中秋节 买 上 两 个 放在 家里 ， 寓意 特别 好 ， 一个 就 有 好几 斤 。 孩子 们 特别 喜欢 吃 ， 红心 红壤 ， 黄 皮 ， 皮 也 不 厚 。,1,1,2,2,1,2,2,2
很足 红红的 色泽 很 诱人 大小 均匀 ， 柚子 皮薄 。 拨开 果肉 多 而且 特别 饱满 。粒粒 分明 颜色 也 特别 好看 ， 打开 的 时候 有 果香 ， 吃起来 很 好吃 ， 很 饱满 ， 皮 也 很 薄 ， 一 口 下去 ， 水分 很多 ， 还 特别 甜 ， 很 好吃 ， 咬 一 口 ， 味道 酸酸甜甜 的 ， 口感 极 好 ， 非常 棒 。 比店 里 买 的 省 多 了 喜欢 柚子 的 朋友 可以 购买 。 超级 喜欢 呢 。,1,1,2,1,1,1,2,2
京鲜生 的 水果 真 不错 啊 。 一直 在 京东 上 买 水果 ， 质量 特别 有 保证 ， 尤其 是 京东 自营 的 东西 ， 卖相 和 味道 都 很 好 ， 物流 也 很 给力 ， 特别 快 ， 赞 ！,1,2,2,2,1,1,2,2
很 好吃 ， 非常 的 新鲜 ， 比较 好 ， 快递 也 比较 快 ， 京东 自营 也 很 快 ， 买 了 好几 次 了 ， 挺 好 ， 吃 完 以后 还 来 买 ， 京东 超市 就 是 好 ， 个头 也 不错,1,1,2,1,2,1,2,2
柚子 很 不错 ， 水分 足 ， 口感 接近 纯甜 了 ， 吃 柚子 的 季节 到 了 。 一共 四 个 柚子 活动 吗 买 的 很 划算 ， 家人 都 喜欢 吃 ， 剥 起来 也 不 费力 ， 吃 完 再 来 回购 ！,1,1,1,2,2,2,2,2
味道 也 还是 不错 滴 ， 个头 大 小 均匀 ， 果然 细腻 。 香气 浓郁 ， 口感 香甜 清爽 ， 水分 十足 。 看 图片 就 知道 了 。 一个个 大 的 非常 均匀 ， 皮薄 肉 厚 营养 价值 是 非常 高 的 。 每个 都 是 独立 格子 包装 ， 外表 无 碰损,0,1,2,1,1,2,2,1
这 款 京鲜生 精选 红肉蜜柚 ， 非常 好 ！ 我 已经 买 过 次 了 ， 每次 都 是 买 箱 ！ 这 是 红心柚子 ， 肉质 甜美 ， 一 箱 粒装 ， 单果 斤 ， 够 大 够 新鲜 ！ 请 继续 保持 这种 品质 ， 以后 吃 完 了 还 会 考虑 再 买 ！,1,1,2,1,2,2,2,2
现在 正好 是 吃 柚子 的 季节 ， 批量 购买 ， 性价比 非常 的 高 。 用来 送礼 最 好 了 。 比 水果 店 里 的 便宜 不要 太 多 。 一般 都 在 京东 买 水果 ， 一次性 可以 吃 很 久 。,1,1,1,0,2,1,2,1
东西 收到 了 ， 价格 便宜 ， 物流 速度 快 ， 包装 完好 ， 没有 坏果 ， 柚子 个 头 大 ， 味道 很 好 ， 非常 满意 的 一 次 购物 ， 还 会 继续 回购 的 ， 满意 ， 好评 ！,0,1,1,1,1,1,1,1
非常 好 ， 过节 的 时候 一下子 买 了 三 箱 ， 觉得 挺 好 ， 优惠 很 多 ， 觉得 挺 不错 的 ， 京东 自营 快递 也 比较 快 ， 第二 天 就 到 了 ， 包装 也 不 影响 ， 吃 完 还 来 买 ！,1,1,1,2,1,1,2,2
性价比 相对 是 比较 高 的 ， 而且 非常 的 nice ， 质量 非常 好 ， 跟 图片 上 的 一样 ， 满意 ， 这个 价格 很 实惠 啊 ！ 质量 一点 都 不 含糊 。 一直 想 买 ， 终于 在 搞 活动 的 时候 入手 了 ， 没有 让 我 失望 ， 宝贝 收到 了 ， 质量 也 不错 ， 很 喜欢 。,1,2,1,2,1,1,1,2
京东 的 商品 非常 不错 ， 价格 经常 搞 活动 进行 优惠 ， 快递 也 是 非常 迅捷 ， 自提 ， 送 上门 都 可以 。 商品 包装 也 是 令人满意 的 ， 从来 没有 破损 的 现象 发生 。 在 这个 非常 时期 ， 京东 还是 一如既往 的 提供 便捷 服务 ， 真 不 简单 ， 继续 加油 京东 。,1,1,1,2,2,1,1,2
京鲜生 精选 福建 琯溪 红肉蜜柚 粒装 单果 重斤生鲜 水果 最近 一直 在 京 鲜生 这 买 水果 ， 水果 很 新鲜 又 好吃 。 会 继续 回购 的,1,1,2,2,2,2,1,2
又 到 中秋节 ， 必备 吃柚子 的 季节 ～ 京东 买 的 柚子 惊艳 到 了 ， 今年 活动价 买 又 便宜 又 新鲜 ， 味道 甜甜地 ， 家里人 都 好 爱吃 ， 买 了 几 个 一起 分享 快递 包装 很 到位 ， 完整 收到 水果 ， 也 有 破烂 ， 没有 烂 过 ， 很 满意 这 次 的 柚子 ， 打算 再 买 回 购,1,1,1,2,1,1,2,2
柚子 不 小 ， 果皮 比较 薄 ， 柚子 味道 酸 甜 可口 ， 水分 充足 ， 味道 很 不错 ， 价格 也 很 公道 ， 自营 产品 ， 还是 很 有 保障 ， 所以 比较 放心 就 买 了 ， 满意 。,1,1,1,2,1,2,1,2
红心 蜜柚 ， 肉质 紧实 ， 饱满 ， 水 份 足 ， 口感 甜 ， 很 新鲜 ， 已经 多次 回购 了 ， 京东 商城 满 减 活动 价格 优惠 ， 物流 速度 也 越来越 快 ， 第二 天 早上 就 收到 了 ，,1,1,1,1,1,1,1,2
在 京东 超市 买 水果 还是 很 不错 的 ， 首先 价格 比较 合适 ， 有 活动 的 时候 也 更 优惠 ， 其次 也 比较 新鲜 ， 口感 不错 ， 最后 就 是 到 货 的 速度 了 ， 基本 都 是 隔天 到 ， 就算 有 问题 ， 联系 客服 都 是 及时 解决 ， 很 好 ！ 继续 保持 ！,1,1,1,2,2,2,1,2
收到 蜜柚 就 开 了 一个 ， 蛮 新鲜 的 ， 肉质 鲜嫩 ， 果汁 水分 充足 ， 京东物流 也 很 快 ， 包装 一点 没有 损坏 ， 一下子 买 了 份 ， 更 划算 ， 下次 再 来 ，,1,1,1,2,0,1,2,1
很快 收到 了 ， 包装 完好 。 这 款 蜜柚 分量 足 水 多 品质 好吃 起来 根本 停 不 下来 。 强烈 推荐 这 款 蜜柚 。 卖家 发货 快 快递 给力 满分 好评 强烈 推荐 满分 好评,1,2,2,1,1,1,1,2
京东生 鲜 水果 自营 好样 的 ， 品质 过硬 ， 新鲜度 高 ， 整体 非常 满意 ， 以后 需要 了 还 会 继续 支持 ， 希望 调货 时间 可以 尽量 缩短 ， 不用 等 很 久 。,1,1,2,2,2,0,1,1
马上 中秋 了 也 到 了 柚子 成熟 的 季节 ， 京东 刚好 后 活动 果断 买 了 箱 十六 个 ， 全 给 家里 寄 过去 了 ， 性价比 超 高 ， 也 很 甜 。 家里 老人 小孩 都 喜欢 。,1,1,1,2,2,2,2,2
准备 中秋节 送礼 用 的 水果 ， 京东 物流 送货 快 ， 水果 保存 完好 ， 没有 受损 ， 柚子 容易 保存 ， 不易 坏 ， 营养 价值 也 很 高 ， 味道 也 不错 ， 很 满意,1,1,2,2,1,1,1,2
包装 严实 水果 新鲜 日常 补充 维生素 京东 物流 很快 买 东西 很 方便 柚子 一 大 一 小 挺 甜 的 红心柚 子 还 不错 越来越 习惯 京东 买 东西,1,1,1,1,1,1,2,2
马上 双节 了 ， 京东 有 活动 看 着 这 琯溪 红柚 不错 ， 买 了 件 ， 京东 物流 没 得 说 ， 有 货 了 发货 很 及时 第二 天 就 到 了 ， 包装 也 很 好 ， 剥 开 一个 水分 还 不错 ， 皮 也 不 厚 ！,1,1,1,2,1,1,1,2
好吃 ， 酸甜适 中 ， 有 水 份 ， 一 箱 只 ， 这个 价格 买 到 很 划算 ， 比 超市 买 的 好 太 多 了 ， 物流 速度 超 快 ， 下 单 第二 天 就 收到 货 ， 快 吃 完 了 马上 再 下 一 单,1,1,1,2,2,1,2,2
京东 的 水果 搞 活动 是 真 的 便宜 啊 ， 买 了 四 个 柚子 ， 还有 一些 石榴 ， 这个 柚子 水分 还是 很足 的 ， 挺 好吃 的 ， 反正 我 吃 过 很多 柚子 也 觉得 这个 不错,1,1,1,2,1,1,2,2
这 款 红心蜜柚 个头 很 大 ， 皮薄 肉 多 ， 汁 水 丰盈 ， 果肉 非常 好吃 ， 品质 非常 棒 ！ 京东 自营 水果 ， 送货 速度 快 ， 没有 坏果 。 还 会 继续 回购 的 ！ ！ ！ ！ ！ ！ ！ ！,1,1,2,1,2,2,1,2
宝贝 收到 了 ， 很 惊喜 ， 质量 非常 好 ， 很 满意 的 一 次 购物 。 水分 不 是 很足 ， 甜但 倒是 挺 甜 的 ， 口感 还 不错 。 我 会 继续 回购 的 ， 店家 值得 信赖 。,1,1,2,2,1,1,1,2
第二 次 购买 了 京东 买 水果 很 新鲜 物流 也 快 ， 吃 得 也 开心 还 会 再 购 的 ， 中秋 佳节 送礼 也 可以 支持 支持 支持,1,1,2,2,2,1,2,2
买 了 个 柚子 ， 个头 挺 大 ， ， 价格 也 不 贵 ， 比 超市 里 价格 便宜 ， 京东物流 很快 ， 天 就 收到 了 ， 等 回家 切开 吃 了 再 来 评价 ， 先 给 好评 吧 。,1,1,1,1,2,1,1,2
京东生鲜 买 过 好多 次 东西 了 ， 靠谱 没 毛病 ， 赶上 活动 的 时候 买 很 合适 。。西瓜 和 柚子 都 挺 好 的 ， 新鲜 ， 味道 也 不错 ， 家人 很 满意 。 下次 还 买,1,1,1,1,2,2,1,2
开始 买 了 六 个 ， 两 个 人 分 。 在 单位 大家 尝 到 都 好吃 ， 马上 要 追加 八 个 。 块 钱 两 个 ， 不等 吧 。 一个 柚子 大概 两 斤 半 到 三 斤 的 样子 ， 红心 的 。 一点 没有 苦味 。 甜甜 的 很 好吃 。,1,1,2,2,2,2,2,2
收到 啦 ， 很 不错 ， 非常 喜欢 ， 值得 购买 ， 嘻嘻 不得不 赞 ， 质量 真的 好 ， 包装 物流 也 不错 。 真心 喜欢 ， 入手 后 不 会 让 你 后悔 的 ！ 一 次 很 好 的 购物 体验 ， 服务 周到 ， 物流 快速 ， 配送 也 很 周到 ， 态度 也 很 好 ， 物有所值 啊 ， 果断 好评 ！,1,2,1,2,1,1,1,2
马上 中秋 了 也 到 了 柚子 成熟 的 季节 ， 京东 刚好 后 活动 果断 买 了 箱 十六 个 ， 全 给 家里 寄 过去 了 ， 性价比 超 高 ， 也 很 甜 。 家里 老人 小孩 都 喜欢,1,1,1,2,2,2,2,2
孩子 想 吃 柚子 了 ， 就 试 着 买 了 俩 ， 很 新鲜 ， 个头 比较 大 ， 送货 速度 快 ， 次日 到达 或者 可以 预约 后 两 天 送 到 。 马上 中秋 了 ， 天气 凉 了 ， 能 放 几 天 ， 相信 口感 好 ， 吃起来 爽 。,1,1,2,1,2,1,2,2
经常 在 京东 上 购买 特别 方便 上午 下单 下午 就 能 收到 很 喜欢 省 去 了 去 超市 的 来回 时间 也 免去 了 搬运 的 重活 特别 好 还 会 再 来 的 哈哈,1,1,2,2,2,1,1,2
给 家里 老人 买 的 ， 说是 很 酸 ， 老人 很 不 喜欢 ， 喜欢 甜 的 就 别 买 了,0,0,2,2,2,2,2,0
柚子 还 不错 的 ， 秋 冬 刚 上市 的 小 季节 ， 小 甜 小酸 ， 一个 星期 已经 吃 到 第三 个 了 ， 性价比 很 高 的 产品 了 ， 应 季 水果 ， 推荐 购买 ， 京东 你 值得 拥有,1,1,1,0,2,2,2,1
柚子 看 着 非常 不错 ！ 下午 露营 的 时候 带 去 吃 的 ， 应该 蛮 甜 的 ！ 京东 水果 品质 还是 很 不错 的 ， 家里人 都 喜欢 到 京东 买 ！ 以后 继续 回购 ！ 希望 越 做 越 好,1,1,2,2,1,2,1,2
这个 真的 太 了 ， 包装 很 精美 ， 宝贝 做工 比较 精细 ， 商家 特别 好 ， 有 问题 都 及时 处理 ， 确实 是 一 次 相当 满意 的 网购 ， 还 会 再 来 的 非常 满意 ， 材质 做工 非常 好 ， 而且 百搭 ， 手感 也 很 棒 ， 非常 nice ， 实用性 非常 强 ， 赞,1,2,2,2,1,2,1,2
柚子 个头 很 大 ， 味道 还 不错 ， 甜 带 点 酸 ， 分量 还是 很足 的 。 京东 的 物流 还是 很 快 的 ， 前一天 晚上 下 单 ， 第二 天 一早 就 到 了 ， 购物 体验 很 好 。,1,1,2,1,2,1,1,2
柚子 很 新鲜 ， 翠绿翠绿 ， 肉 是 偏 脆 偏 爽口 的 ， 不 酸 不 甜 ， 多 汁 ， 最 主要 是 新鲜 ， 现在 买 放 到 中秋 应该 会 更 甜 ， 包装 来 了 也 没有 损坏 ， 推荐 ！,1,1,2,2,1,2,2,2
这 款 京鲜生 精选 红肉蜜柚 ， 品质 非常 好 ， 价格 又 实惠 。 红心柚 子 ， 一 箱 粒装 ， 单果 斤 ， 够 大 又 新鲜 。 我 先 买 了 一 箱 看到 品质 好 ， 仅 隔 一 天 又 买 了 第二 箱 ， 就 怕 错过 了 这 时节 的 这 批 柚子 。,1,2,1,1,2,2,2,2
个头 够 大 ， 真 的 有 公斤 一个 ， 里面 红心 的 据说 非常 甜 ， 这个 也 是 凑单 的 ， 京东 自营 上门 送货 才 买 的 ， 非常 方便 ， 划 到 元 一个 ， 真 不错 。,1,1,1,1,1,1,2,2
这 柚子 甜 ， 水分 足 ！ 第一 次 在 京东 上 买 柚子 ， 感觉 非常 好 。 快递 就 不用 说 了 ， 那 是 一如既往 得 快 。 柚子 很 新鲜 ， 皮剥 开 以后 就 能 看 出来 非常 的 好 ， 柚子 水分 充足 ， 颗粒 饱满 。 吃起来 也 很 甜 ， 真的 很 好 。 以后 还 会 继续 支持 京东 。,1,1,2,2,1,1,2,2
柚子 超级 大 颗 ， 也 很 重 ， 水分 足 ， 柚子皮 太 香 了 ， 还 可以 放 冰箱 出 味道 。 好吃 ， 买 了 份 ， 另外 一 份 送 朋友 吃 。 京东 自营 水果 真是 太 棒 了 ！,1,1,2,1,2,1,2,2
清香 可口 ， 剥 开 皮薄 肉 多 ， 汁水 也 特别 多 ， 很 饱满 ， 一 口 下去 ， 水分 很多 ， 还 特别 甜 ， 味道 特别 赞 ！ 比 我 之前 任何 地方 买 的 都 好吃 ， 看 着 就 特别 有 食欲 ， 无限 回购,2,1,2,2,1,2,1,2
正宗 三 红 蜜柚 ， 很 新鲜 ， 口感 很 好 ， 果肉 饱满 ， 很 好吃 ， 酸甜 可口 。 物流 速度 很快 ， 服务 态度 很 棒 ， 以前 一直 都 是 在 实体 店 买 ， 这 次 选择 了 网上 买 ， 不光 是 正品 ， 价格 还 实惠 ！,1,1,1,2,2,2,1,2
柚子 非常 不错 口感 好 水分 挺 足 皮薄 肉 厚汁 多 颗粒 饱满 皮子 很 薄 破 开 有 一 股 淡淡的 清香 闻 着 让 口水 特别 酸甜 口感 不错 建议 去掉籽 用 温水 泡 着 喝 口感 也 很 新鲜 每天 当 减肥餐 吃 比较 便宜 很 喜欢 的 真是 不错 诶,1,1,1,2,1,2,2,2
活动 价格 非常 划算 ， 现在 刚好 是 吃 柚子 的 季节 ， 个头 饱满 ， 柚子 肉 多 汁 酸甜 ， 全家人 都 爱吃 。 很 新鲜 也 可以 存放 挺久 的 ， 家庭 囤货 好 水果,1,1,1,1,2,1,2,2
